yr jday month day hour minute sec lat lon depth magnitude moment RMS erh erz npicks id dbid
2014 321 11 17 07 47 43.561 43.72580 -121.31317  0.505 0.712 1.3133e+17 0.05  0.22  0.34 19 141117074743 426
2014 321 11 17 07 48 23.970 43.72530 -121.31803  0.365 0.573 8.1150e+16 0.07  0.19  0.25 20 141117074824 427
2014 321 11 17 09 17 47.104 43.72738 -121.31218  0.615 0.050 1.3339e+16 0.03  0.28  0.58 14 141117091747 428
2014 321 11 17 10 47 47.424 43.72507 -121.31267  0.524 0.582 8.3828e+16 0.04  0.27  0.54 16 141117104747 429
2014 321 11 17 17 33 15.711 43.72795 -121.30977  0.672 0.098 1.5716e+16 0.03  0.37  0.54 11 141117173316 430
2014 321 11 17 23 31 42.314 43.72575 -121.31643  0.360 1.148 5.9122e+17 0.07  0.20  0.30 22 141117233142 431
2014 322 11 18 17 19 26.405 43.73052 -121.31502 -1.500 -0.201 5.6136e+15 0.24  0.11  2.37 13 141118171926 432
2014 323 11 19 00 06 53.219 43.72440 -121.31128  0.420 -0.087 8.3031e+15 0.02  0.27  0.45 13 141119000653 433
2014 323 11 19 02 24 22.146 43.72745 -121.31342  0.703 -0.044 9.6250e+15 0.04  0.27  0.45 14 141119022422 434
2014 323 11 19 03 18 45.155 43.72685 -121.31220  0.569 0.432 4.9942e+16 0.04  0.27  0.43 15 141119031845 435
2014 323 11 19 07 51 31.262 43.72782 -121.31162  0.439 0.414 4.6962e+16 0.05  0.21  0.43 17 141119075131 436
2014 323 11 19 07 51 36.924 43.72738 -121.31050  0.489 0.072 1.4385e+16 0.03  0.38  0.58 09 141119075136 437
2014 323 11 19 07 51 48.248 43.72640 -121.31263  0.618 0.676 1.1597e+17 0.05  0.28  0.42 15 141119075148 438
2014 323 11 19 12 55 16.162 43.72565 -121.30053  1.811 0.170 2.0218e+16 0.35  0.70  2.27 06 141119125516 439
2014 323 11 19 12 55 28.183 43.72812 -121.31257  0.918 0.006 1.1448e+16 0.01  0.66  0.99 06 141119125528 440
2014 323 11 19 12 55 44.463 43.72632 -121.30968  0.593 0.024 1.2197e+16 0.02  0.33  0.49 11 141119125544 441
2014 323 11 19 14 59 52.080 43.72618 -121.31115  0.814 0.327 3.4664e+16 0.02  0.31  0.48 14 141119145952 442
2014 323 11 19 15 03 58.817 43.72615 -121.31327  0.967 0.782 1.6689e+17 0.05  0.28  0.47 17 141119150358 443
2014 323 11 19 15 04  5.402 43.72502 -121.31140  0.992 0.486 6.0077e+16 0.03  0.43  0.71 11 141119150405 444
2014 323 11 19 17 04 49.586 43.72590 -121.31403  1.176 0.943 2.9107e+17 0.06  0.30  0.38 18 141119170449 445
2014 323 11 19 17 05 46.853 43.72587 -121.31098  0.929 0.415 4.7095e+16 0.03  0.33  0.47 13 141119170546 446
2014 323 11 19 23 15  1.580 43.72732 -121.31093  0.718 0.295 3.1060e+16 0.03  0.32  0.47 12 141119231501 447
2014 324 11 20 07 55 16.370 43.72622 -121.31102  1.130 0.220 2.4013e+16 0.03  0.32  0.49 14 141120075516 448
2014 324 11 20 10 34 24.386 43.72752 -121.31135  0.756 0.292 3.0715e+16 0.02  0.32  0.45 14 141120103424 449
2014 324 11 20 10 46 14.070 43.72655 -121.30982  0.748 0.042 1.2955e+16 0.02  0.33  0.45 12 141120104614 450
2014 324 11 20 11 01 20.178 43.72583 -121.31012  0.742 0.289 3.0491e+16 0.02  0.31  0.42 14 141120110119 451
2014 324 11 20 12 46  1.808 43.72397 -121.30967  0.936 0.091 1.5344e+16 0.02  0.35  0.50 12 141120124601 452
2014 324 11 20 12 46  9.189 43.72757 -121.30985  0.815 -0.124 7.3132e+15 0.01  0.59  0.80 06 141120124609 453
2014 324 11 20 15 19 37.881 43.72620 -121.31028  0.893 0.150 1.8842e+16 0.02  0.32  0.45 14 141120151937 454
2014 324 11 20 15 19 44.565 43.72682 -121.31138  0.915 0.094 1.5529e+16 0.04  0.37  0.50 12 141120151944 455
2014 324 11 20 15 41 27.667 43.72813 -121.30987  0.300 -0.016 1.0624e+16 0.08  0.27  0.44 12 141120154127 456
2014 324 11 20 17 06 10.040 43.72628 -121.30952  1.092 0.330 3.5114e+16 0.02  0.39  0.51 13 141120170610 457
2014 324 11 20 18 47 49.387 43.72645 -121.30965  1.466 0.192 2.1765e+16 0.02  0.45  0.81 11 141120184749 458
2014 324 11 20 22 47 44.382 43.72505 -121.30868  0.774 0.095 1.5564e+16 0.03  0.35  0.52 11 141120224744 459
2014 325 11 21 00 38 43.021 43.72497 -121.30930  1.031 0.097 1.5674e+16 0.02  0.38  0.56 12 141121003843 460
2014 325 11 21 00 42 31.392 43.72798 -121.31018  0.772 0.029 1.2405e+16 0.04  0.32  0.63 12 141121004231 461
2014 325 11 21 02 22  0.087 43.72765 -121.31567  0.813 0.614 9.3566e+16 0.06  0.29  0.45 16 141121022159 462
2014 325 11 21 02 39 22.337 43.72553 -121.31012  0.805 0.165 1.9844e+16 0.01  0.33  0.46 13 141121023922 463
2014 325 11 21 02 55 53.443 43.72685 -121.31455  0.842 0.733 1.4086e+17 0.06  0.24  0.33 20 141121025553 464
2014 325 11 21 02 56 30.078 43.72648 -121.31113  0.836 -0.073 8.7111e+15 0.01  0.36  0.51 11 141121025630 465
2014 325 11 21 03 11 17.845 43.72593 -121.31112  0.897 0.065 1.4061e+16 0.03  0.33  0.48 13 141121031117 466
2014 325 11 21 03 31 15.661 43.72445 -121.31233  0.575 0.019 1.1979e+16 0.03  0.37  0.53 11 141121033115 467
2014 325 11 21 04 19 25.412 43.72590 -121.31337  1.233 0.557 7.6838e+16 0.06  0.29  0.43 18 141121041925 468
2014 325 11 21 04 19 32.809 43.72592 -121.30775  0.899 -0.062 9.0689e+15 0.01  0.57  1.17 07 141121041933 469
2014 325 11 21 09 05  3.049 43.72853 -121.31237  0.832 0.365 3.9584e+16 0.03  0.29  0.39 15 141121090502 470
2014 325 11 21 09 57 35.244 43.72502 -121.31500  0.698 1.331 1.1125e+18 0.06  0.24  0.32 19 141121095735 471
2014 325 11 21 09 57 48.903 43.72610 -121.31112  0.666 0.589 8.5697e+16 0.01  0.31  0.54 12 141121095748 472
2014 325 11 21 12 34 17.678 43.72315 -121.31095  0.826 -0.078 8.5824e+15 0.02  0.48  0.70 10 141121123417 473
2014 325 11 21 12 47 26.391 43.72633 -121.31013  0.826 0.216 2.3629e+16 0.02  0.32  0.41 14 141121124726 474
2014 325 11 21 14 11 40.062 43.72655 -121.30860  1.084 0.236 2.5328e+16 0.03  0.33  0.51 15 141121141140 475
2014 326 11 22 09 46 24.849 43.72632 -121.31102  0.951 0.053 1.3476e+16 0.02  0.39  0.52 11 141122094624 476
2014 326 11 22 10 19 32.321 43.72517 -121.30848  0.891 0.567 7.9485e+16 0.02  0.36  0.51 14 141122101932 477
2014 328 11 24 02 02  3.545 43.72458 -121.31383  0.678 1.102 5.0450e+17 0.05  0.26  0.38 18 141124020203 478
2014 328 11 24 02 02 27.398 43.72482 -121.30927  1.059 0.052 1.3421e+16 0.01  0.44  0.77 11 141124020227 479
2014 329 11 25 21 05 18.064 43.72457 -121.30810  0.855 0.209 2.3059e+16 0.02  0.42  0.60 11 141125210518 480
2014 330 11 26 05 51 38.842 43.72672 -121.31225  0.414 -0.203 5.5655e+15 0.02  0.29  0.53 13 141126055138 481
2014 330 11 26 10 55 46.241 43.72228 -121.30937  1.311 0.166 1.9923e+16 0.04  0.44  0.63 12 141126105546 482
2014 332 11 28 04 16  7.969 43.72492 -121.30995  0.923 0.189 2.1543e+16 0.03  0.31  0.47 14 141128041607 483
2014 332 11 28 14 43  9.558 43.72610 -121.30975  1.312 0.054 1.3511e+16 0.08  0.31  0.43 16 141128144309 484
2014 334 11 30 10 05 35.562 43.72038 -121.30847  0.860 0.194 2.1926e+16 0.11  0.30  0.49 14 141130100535 485
2014 334 11 30 15 31 42.961 43.72092 -121.31097  0.748 0.919 2.6831e+17 0.03  0.29  0.40 17 141130153142 486
2014 336 12 02 00 00 17.571 43.72640 -121.31108  0.908 0.236 2.5327e+16 0.02  0.41  0.53 11 141202000017 487
2014 345 12 11 15 53 21.330 43.72397 -121.31190  0.647 0.779 1.6541e+17 0.02  0.34  0.54 11 141211155321 488
2014 345 12 11 17 13 30.413 43.72327 -121.31113  0.726 0.261 2.7659e+16 0.02  0.44  0.70 09 141211171330 489
2014 346 12 12 06 46 40.050 43.72272 -121.31493  0.919 0.404 4.5277e+16 0.04  0.35  0.50 12 141212064640 490
2014 346 12 12 10 06 31.870 43.72387 -121.31588  1.083 0.384 4.2212e+16 0.05  0.36  0.48 13 141212100631 491
2014 346 12 12 11 03 48.192 43.72515 -121.31673  0.961 0.173 2.0402e+16 0.12  0.27  0.61 11 141212110348 492
2014 348 12 14 08 41 11.443 43.71853 -121.31263  1.028 0.808 1.8293e+17 0.07  0.37  0.51 14 141214084111 493
2014 349 12 15 01 24 12.761 43.72237 -121.31688  1.153 0.344 3.6821e+16 0.07  0.38  0.56 12 141215012413 494
